url,RiskScore
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,0.4975
https://www.provenancevineyards.com/our-wines,0.8829
http://sharedpont77wwjxjx.df.r.appspot.com/wp-content/xp.php,0.319
http://support.brother.com/g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf,0.7501
http://www.excel-easy.com/examples/shortest-path-problem.html,0.4144
https://mailserver67187.uc.r.appspot.com,0.4566
http://www.storybookalpacas.com/account4/index2.html,0.6091
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,0.1976
http://stattrek.com/statistics/dictionary.aspx?definition=standard%20error,0.673
http://www.flaticon.com/free-icons/parking_403,0.3344
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,0.0055
http://baghira-wupperwolf.de/images/banners/bbtonline/,0.0958
https://en.wikipedia.org/wiki/NIC_Bank,0.3889
http://www.history.com/topics/american-civil-war/gettysburg-address,0.3222
http://izvilagkft.hu/wp-content/languages/.../redirect/com.htm,0.6492
http://sloaneandhyde.com/drs/new2015/document.php/index.css,0.2708
https://documentos.sfo2.digitaloceanspaces.com/ordem.html,0.7169
http://remontka.pro/mac-address/,0.2718
http://www.motoincontroepoca.com/blog/profile/,0.2693
https://en.wikipedia.org/wiki/Gateway,0.8499
http://elexusbettgiris4.blogspot.com,0.1647
http://electricitypak.com/fakt/css/data/16/index.php,0.1274
http://app66560000.blogspot.com/,0.9441
https://twitter.com/mimosagrillclt,0.7388
http://www.calculate.co.il/,0.3925
http://marketinghelper.com.au/themes/sports/wp-content/net/555183669058fb273008595a9393d628/,0.6901
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,0.4653
https://www.markspcsolution.com/,0.7693
https://www.mummyandmini.com/,0.737
http://interimmanagement.uk.com/wp-includes/js/chronopost.fr/suivi/accueil/infos/ifram2.php?Code_Smserror_tapnovcodeSms,0.4556
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,0.4958
http://securityxploded.com/router-password-kracker.php,0.3064
http://hidayat.uz/928375602332311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requestePPd3DwolandgioielliPPP26qidQ-jlc@amahousse.com.html,0.1824
http://www.ilovefreesoftware.com/16/featured/5-best-free-network-packet-sniffer.html,0.491
http://mne.edu.vn/wp-includes/Netflix/LoginID/index.php,0.3993
https://apshop.vn/,0.1682
https://www.facebook.com/thekeyboardcat,0.69
https://www.soul-flower.com/,0.4651
http://www.tech-faq.com/mms.html,0.389

http://enerclim.com/cs/,0.6015
http://www.inquirelive.co.uk/,0.8951
https://www.skecherstanio.pl/,0.8601
https://www.wordnik.com/words/blackletter,0.2124
https://bit.ly/2E6D7J1,0.4269
http://www.goepsa.com/Old%20Files/yahoo/IDCHECK.html,0.9879
http://www.noithatchauau.vn/1./db/box/,0.3491
https://www.gadgetzone.com.my/,0.5126
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/78816aad8eccc21,0.6589
http://98.126.214.77/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,0.7153
http://ru.dictionarist.com/iconoclast,0.1123
http://smallbusiness.chron.com/enabling-google-chrome-menu-bar-78783.html,0.4688
http://www.aegisit.net/dhl/DHL%20REVENGE%20BY%20ALIBOBO/,0.6642
https://coderwall.com/p/kvzbpa/don-t-use-array-foreach-use-for-instead,0.3265
http://afriquelemou.free.fr/templates/rhuk_milkyway/sdnconconsadf.html,0.4432
http://www.wealthdaily.com/articles/nokia-stock/2147,0.3784
https://www.emploi-petrole.com/,0.1655
https://www.lovetheedit.com/postnewo/www.dropbox.com/1223/e7728ac72ee30a7cca85feca45595c67,0.1413
http://dic.academic.ru/dic.nsf/ruwiki/1425594,0.3067
http://www.biology4kids.com/files/cell2_activetran.html,0.1453
http://www.m9e4.com/labanquepostale.fr/service-mobile-pass/ac451/,0.3619
http://union-companies.000webhostapp.com/,0.314
https://magalu-crediarioluiza.com/Produto_20203/produto.php?sku=1962067,0.6425
https://drive.google.com/file/d/1u7ag3FepresW0JRZehtrU5hLGGltMq6P/view?usp=sharing/,0.8117
http://poligrafiapias.com/Secured-adobe/2b078be1175659f354b82191320e7c51/,0.6706
http://pay-pal-deutschland.zxc301.com/029188,0.6938
http://www.myappwiz.com/home/redirect?targetUrl=https://livraisonspeed01.cloudaccess.host/wp-includes/DHMF0JCT17E1,0.9129
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/c05f378d59c6ba8?cmd=_update&dispatch=c05f378d59c6ba805&locale=_US,0.76
http://sma.naturealtree.com/mot?jk=Z4NwlHBmcGKEmLqxy5qmnnx0YpGGjIx0fGBkaXy0j2lj/linda.todd7@nhs.net,0.6274
http://www.kuchyne-volf.com/obrazky/dinds/alibaba/index/,0.3657
https://www.namecheap.com/domains/registration.aspx,0.0462
http://littlee.com.au/alibaba/login.alibaba.com.php,0.2151
https://www.zeitschriften-abo.de/DE/NVG/,0.1632
http://www.gmfs.co.za/js/Gdocs/s/,0.8534
https://security.radware.com/ddos-knowledge-center/DDoSPedia/command-and-control-server/,0.3606
https://www.iconfinder.com/icons/858729/computer_mouse_icon_computer_mouse_line_icon_mouse_mouse_icon_mouse_line_icon_icon,0.6095
http://www.audioenglish.org/dictionary/resolution.htm,0.0042
https://amazon.co.jp.access.usid-9452.mixh.jp/,0.8577
http://artemisbetguncel.blogspot.com,0.5639
http://www.speedcamupdates.com/,0.4945
https://www.parkwhiz.com/p/new-york-parking/map/,0.8891
https://oki.si/pkginfo/change/sitekeyverification.php?origin=cob&check=yes&destination=authentication,0.7617
http://www.routeralley.com/guides/nat.pdf,0.7788
http://transcript.login.2016.getwetusa.com/,0.1535
http://barbo.sk,0.9509
http://www.vpi.us/cat5-5e-6-standards.html,0.499
http://fitnessista.com/the-perfect-protein-pancake/,0.5794
http://www.condos-at-the-beach.com/home/cad.html,0.6551
http://animaldiversity.org/accounts/Mus_musculus/,0.2389
https://eye-lucir.com/?d=,0.1571
https://www.walmart.com/c/ep/cat6-ethernet-cables,0.1995
http://science.howstuffworks.com/warp-speed2.htm,0.8742
http://www.strykertoyhaulers.com/wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com,0.4426
http://maanprofessionals.nl//index.html,0.4467
http://www.sportshub.com.sg/Directions/Documents/Sports-Hub-Traffic-Brochure.pdf,0.6382
http://www.srnonline.com/show-clocks,0.978
https://www.metal-supply.dk/,0.6328
https://uxohd.app.link/rgofF0wPL4,0.6698
https://www.net.com.br/,0.3398
https://www.slideshare.net/ashamsvk/project-report-on-digital-media-marketing,0.2061
https://www.evostore.com.np/IhrFall63417798752737518&cgi3-ViewKontakt-63417798752737518-007acctpagetype-63417798752737518=68119-problema&info@hoehne-buero.de.html&amp;data=02%7C01%7C%7C179ae50e4c144e3c228508d8170b3349%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637284684151373360&amp;sdata=T2/xt2zovdHmhQ/iQnm9NKstPU%206hPnRkQ4MGebgKZc=&amp,0.8291
https://3u8kstpg-97iuu3sdu.vercel.app/,0.7642
http://www.metalinjection.net/reviews/album-review-lord-mantis-death-mask,0.9841
https://www.youtube.com/user/PING,0.3667
http://www.instohelp.com/assets_flight/libs/bootstrap/cmcst-wl.html,0.7741
https://learn.sparkfun.com/tutorials/16,0.1951
https://www.workiva.com/,0.1696
https://www.jobchannel.ch/,0.9827
https://fas.org/sgp/crs/misc/R42078.pdf,0.9414
http://www.neudorf-ole.irv.cc/4B374AA12276932A9FA724E6142E9BD1,0.4979
http://rockysite.net/mobile/Login-Acc.php,0.5708
https://safirbetgiristikla.blogspot.com/,0.4682
http://www.matrixlab-examples.com/line-segment.html,0.7188
https://www.slant.co/topics/2404/~file-managers-for-windows,0.0323
https://www.computerhope.com/jargon/p/paraport.htm,0.215
http://cartetitolare-it.www1.biz/portaleTitolares15/,0.4571
http://judithleoni.com/telecom-de/index.php,0.091
http://creditiperhabbogratissicuro100.blogspot.it/2011/02/habbo-crediti-gratis-sicuro-100.html,0.0956
http://www.apkhere.com/app/com.smartprojects.ramoptimization,0.2789
http://bangla.plus,0.881
https://visitor.constantcontact.com/manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUoZzmwKGQRldBj3DIQx_njBG0dZpWmiUe3pcjeVlJWx69PrGVPLH5iJhUKaVM_65A10roateFGYI76L1_HFN7Js=,0.0804
https://storage.cloud.google.com/user517497679326978.appspot.com/index.html#samsnow@tjsnow.com,0.5208
http://icloud.com.find.support-lphone.co/,0.8839
http://m.hf695.com/,0.9745
http://cns-international2.com/r.htm,0.2806
http://northstaradvisorygroup.com/att/sbc/sbc/sbcglobal.net.htm,0.3388
http://www.laviosaviaggi.com/ver/webapps/2635a/websrc,0.6657
http://secure-login-portal-outlook.el.r.appspot.com/c:/users/user/downloads,0.6042
https://viatraniver1972.blogspot.be,0.6813
https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiC2P6hqevYAhWBqaQKHbbxA4cQFggqMAA&url=http%3A%2F%2Fwww.skatteetaten.no%2Fen%2Fperson%2F&usg=AOvVaw27Bb-ElBmjNVWBcdUaMcxg,0.8769
https://norecipes.com/japanese-curry-scratch,0.2179
http://doc.google.share.pressurecookerindia.com/clients/?7777772e646f632e676f6f676c652e73686172652e7072657373757265636f6f6b6572696e6469612e636f6d.php=,0.7136
http://www.neutralsources.com/-/re.html,0.8392
http://www.scancity.am/tmp/ibxolb/ibxolb/login/index-html/login/,0.575
https://www.intouchcrm.co.uk/app/settings/signupforms/v/Hosted.aspx?s=F01B6C73-FF67-42B2-A0FC-CB6D6A8F026A,0.2225
https://bologna.babyloweb.eu/info/,0.599
https://en.wikipedia.org/wiki/Incorporation_of_the_Bill_of_Rights,0.0672
http://www.12yards.ru/wp-content/plugins/ups/ups/ups/UPS.htm,0.2937
http://kprealtors.com/ve/,0.5693
http://www.abbreviations.com/term/16642,0.1238
http://www.cnc-club.ru/forum/index.php,0.4924
https://mauy.org/PH/docusign/DocuSign/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,0.1186
https://www.colgate.com/en-us/products/enamel-health,0.4873
http://202.77.121.186/kliping/,0.6782
https://estacaoxxx.wordpress.com/,0.8028
http://careers.stateuniversity.com/pages/100000947/Search-Engines-Future-User-Preferences-Artificial-Intelligence.html,0.6962
http://energo-investment.hu,0.159
http://grouper.ieee.org/groups/802/3/10G_study/public/july99/azadet_1_0799.pdf,0.8838
http://hello-d4cdd.firebaseapp.com/,0.5559
http://to-stromatadiko.gr/cache/,0.448
http://logln-office365-0nline.wm.r.appspot.com/wp-content/xp.php,0.8142
https://gpahb8bo-hbor35zkv.vercel.app/,0.0076
https://www.look.com.ua/,0.8231
http://www.vogella.com/tutorials/JavaAlgorithmsDijkstra/article.html,0.4645
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/ee636eeb7669742/?cmd=_update&dispatch=ee636eeb76697424b&locale=_,0.4504
https://en.wikipedia.org/wiki/Medium_shot,0.5051
https://en.wikipedia.org/wiki/Walnut_Creek_CDROM,0.0756
http://www.nicaraguafood.org/,0.3251
https://www.handshq.com/,0.8759
https://www.w3schools.com/jsreF/jsref_obj_date.asp,0.0451
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/36de3c415ce0bab?cmd=_update&dispatch=36de3c415ce0bab6f&locale=_us,0.7462
https://www.kia.com/cz/dealer/pemmbrno/,0.9524
http://justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/d77722bd1cf46a12214c17ad4b362a5c,0.9297
http://www.liveatspencer68.com/,0.9967
http://www.neudorf-ole.irv.cc/4B374AA12276932A9FA724E6142E9BD1/?sec=Wolfgang%20Meyerle,0.6357
https://www.ablebits.com/office-addins-blog/2014/05/15/excel-insert-hyperlink/,0.5891
https://www.haciserif.com.tr/,0.0973
http://www.imdb.com/Title?3682448,0.7717
http://baby-lim.com/clovvy/,0.0153
https://www.alterego.gr/,0.0584
https://www.sportsengine.com/solutions/,0.8669
http://bakeri-net.blogfa.com,0.8361
http://topprioritys.appspot.com/u?purl=b2Qubmlnb2wvU1UvbW9jLml0aWMuZW5pbG5vLy86c3B0dGg=,0.0365
http://www.wikireality.ru/wiki/Keyboard_Cat,0.4347
http://www.grafikerler.org/,0.1251
http://techland.time.com/2011/03/15/south-by-southwest-interactive-the-dawn-of-location-based-gaming/,0.2972
http://www.choose-piano-lessons.com/electronic-keyboard.html,0.8339
http://www.ghbook.ir/index.php?lang=fa,0.4605
https://itxuye.com/,0.6261
https://www.ourbaku.com/index.php/%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0,0.99
http://www.paypal.com.fr.cgi.bin.webscr.cmd.flow.session.ycwnzphbcryskgq9zzetmzxi8zg51bfu4zhgnlq2wntjgx8jlj7gdispatch.c70bbe4152786147242b0tb71efa252acz.waterdamagerestorationhouston.com/update/Tmpjd09UUXdOVGcxT1RBPQ%3D%3D/erreur.htm?cmd=_error_login-run&amp;disp,0.3229
https://bit.ly/39vDK97,0.7777
http://mereliverystables.com/user1/alibaba/alibaba.com/login.php?cmd=login_submit&amp;amp,0.5833
https://www.handlestore.com/,0.5912
http://computer.howstuffworks.com/bittorrent1.htm,0.3756
https://tlook-off365-signin.el.r.appspot.com/,0.9513
http://botforbyks.blogspot.ru/,0.8934
http://alpreco.ro/wp-content/uploads/attractionvk.html,0.6012
http://www.artediezvirtual.es,0.43
http://utrackafrica.com/administrator/help/en-GB/activation.php?email=abuse@domain.com,0.5644
http://gov.taxclaim08.com/,0.5535
https://www.researchgate.net/publication/271074231_The_Open_Source_Modelica_Project,0.7148
https://instagramnotice-security.com/username.php,0.8653
http://www.imdb.com/Title?0362165,0.2904
http://www.dictionary.com/browse/tabloid,0.4928
http://www.songlyrics.com/lord-mantis/death-mask-lyrics/,0.3298
https://www.weightworld.se/,0.9466
http://www.graphic-design-employment.com/tabloid-paper-dimensions.html,0.3407
http://signin.eday.co.uk.ws.edayisapi.dllsign.inusingsslpuseridcopartnerid2siteid.zdfxx949xyss1pnbh0soabfdzgdh2kppnu.reippl.com/,0.0026
http://owl.li/9KyR30pXOCN,0.8988
https://www.facebook.com/imdbpro/,0.8882
https://www.coursera.org/learn/algorithms-npcomplete,0.7629
https://www.eliteprospects.com/,0.898
https://vostbaddleschoi1973.blogspot.com/,0.6463
https://www.russianlovematch.com/,0.0745
https://myppbilling-acount.link/,0.9656
http://www.columbusonlineauctions.com/cgi-bin/mnhistory.cgi?coa9/1,0.5355
https://www.ghacks.net/2010/04/13/setting-up-a-content-delivery-network-in-wordpress/,0.5137
https://simple.wikipedia.org/wiki/Gettysburg_Address,0.0704
https://www.sevenforums.com/drivers/210625-bluetooth-peripheral-device-driver-device-unplugged-not-found.html,0.1313
http://photographyspark.com/search-engine-optimization-for-photographers-seo-basics/,0.9044
https://sites.google.com/view/dealsd/home?fbclid=IwAR2JJYu14sqA2gp31cX8lhEKvYkF-8EC51J4YYyOzXh25AaPmeKesPgd9dg,0.4833
http://masterhealthcaregroup.com/wp-content/uploads/Office369/cfb7a0824144625b1067e3859bb85ffc/Login.php?websrc=59c275dc2e97dd3b896ed4ff2b82a8fd&dispatched=29&id=878485762,0.7025
http://xbooks.to/,0.3993
http://techteach.no,0.2903
http://201.163.98.162/crm/jssource/src_files/modules/Project/home/de102cc29dbc05509b7f97227/r1.php,0.0373
http://faceboook.bitballoon.com/,0.3105
https://www.annabelle.com.cy,0.934
http://latinasonline09.webcindario.com/app/facebook.com/?lang=de,0.2871
https://en.wikipedia.org/wiki/Ionosphere,0.2556
https://netorgft754307-my.sharepoint.com/:b:/g/personal/shelley_collegeadvisorsne_com/ETeAXwoP0Z9HqUfODpU5UJ8BmF7CVxm8NQun0hSVoB71yA,0.6081
https://tekoma-my.sharepoint.com/:o:/g/personal/jglorie_cryonorm_com/EkKk_u3bn1pIllAzGyJIo1oBt6TRaNZ2_nrTiHKiV1tW-Q?e=ksIEcu,0.3581
http://goldcoastships.com/daum/daum/daaum/login.php,0.4561
https://7426fbe0d8676fde2cac756c0731ce57.udagwebspace.de/7e08701fe7e22e7e0b0fabe1c449c468ZjZiZDNjMmQxYTNlNWI4MmU2NzRhNjk2NWFmOWIwNTM=/signin/,0.8632
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/581d6deb2e3e91e?cmd=_update&dispatch=581d6deb2e3e91efc&locale=_US,0.1412
http://toppave.com.sg,0.1706
http://www.novell.com/documentation/oes11/dsfw_bp_lx/,0.4485
https://www.techlahoma.org/,0.8856
http://illitrading.ro/doc/Doctgn/dc475aa73f27292d9e8c96db191c0d61/index2.php,0.1708
http://www.passiveaggressivehusband.com/break-up-with-a-passive-aggressive-man/,0.531
http://shadetreetechnology.com/V4/validation/ef60e2fdf10306f54afdd72d8d3ea6af,0.2901
https://www.corbaraweb.com/shop/it/,0.6283
https://www.internetslang.com/DNA-meaning-definition.asp,0.34
http://www.networksorcery.com/enp/rfc/rfc2812.txt,0.3928
http://www.mousebreaker.com/games/clicker,0.2046
http://yanddcleaning.com.au/Bank%20of%20America/app/ac125f5c244313f4da59f6d8d7597aae,0.8611
https://www.jacobspillow.org/,0.4767
https://www.saldo.ch/,0.8019
http://www.linfo.org/osi_model.html,0.4815
https://www.off-the-road.de/,0.7244
https://www.pistolclothing.com.au/system/nitro/server/update/webmail.php?userid=tcanella@eqhs.org,0.679
http://raesewsart.com/esewsarlokcke/,0.2721
https://www.tulsapolice.org/police-report/collision-report.aspx,0.474
http://dorkdiaries.co.uk,0.1965
http://hepsibahisgirisimiz4.blogspot.com,0.7121
http://jeticdesigns.asia/wp-includes/js/tinymce/plugins/hr/content/update/webmail.php,0.8015
http://skilful-courage-283714.nw.r.appspot.com/home.html,0.7425
http://madeua.info/media/jsslider/drive/index.php,0.4551
https://vktheme.ru/auth,0.2801
https://frankdiekman.com/wp-content/plugins/ubb/toda/webmail.php,0.0914
https://immo.numeriklabs.com/region/CA-2.0/CA/,0.0796
http://satkom.id/img/clpds/index.php,0.6883
http://p30banksoal.blogfa.com,0.0902
http://cartetitolare-italy.www1.biz/portaleTitolares11/,0.421
http://www.thefreedictionary.com/compact+disc,0.4325
http://www.arcanelegendsgame.com/,0.2291
https://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;id=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204&amp;session=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204,0.6636
https://www.cartaoitau.tk/card,0.6091
http://www.casinocitytimes.com/,0.1984
https://www.smart-wiki.net/,0.9496
http://www.shadetreetechnology.com/V4/validation/efbe45e31b19a2f237879c43c1825c6b,0.9466
https://www.lifewire.com/free-memory-test-programs-2626178,0.3982
https://kywait.blogspot.com/,0.0207
https://www.drawdown.org/,0.1066
http://chemsbury.net/scotiabank.app.chemsbury.net/mxonlineV1/leap/signon/ScotiaWeb2.php,0.1943
https://jamthomp.weebly.com/,0.3169
https://blog.roku.com/blog/2016/08/18/discovery-tlc-animal-planet-science-discovery-investigation-now-streaming-on-the-roku-platform/,0.8656
https://www.lebara.com.au/,0.4326
http://uniteddental.ca/new/trust/db/,0.3427
https://hublaalikes.com/login,0.5402
https://noreply-netelle.blogspot.com/,0.7424
https://www.recyclingcenters.org/,0.9588
http://www.wikihow.com/Set-Up-a-Wireless-Router,0.1836
https://www.101domain.com/,0.4017
http://pixel.baltic-dragon.ru/kr/english%20newchn/newchn/index.php?email=john.doe@example.com,0.3271
http://zhanglab.ccmb.med.umich.edu/ThreaDom/,0.9134
http://servicepaypal.serveirc.com/,0.8627
http://www.zerodollartips.com/best-search-engines-in-the-world/,0.5818
https://useful-maxim-276319.uc.r.appspot.com/off365.html,0.6837
https://zmail221.appspot.com,0.2656
http://www.piano-play-it.com/layout-piano-keys.html,0.1055
http://twowheelcool.com/twitter.com/index759b.html,0.0282
http://www.brighthub.com/electronics/home-theater/articles/111893.aspx,0.1361
http://www.gaudi.ch/GaudiLabs/?page_id=19,0.8337
http://www.nairaland.com/1208097/meet-cnn-internationals-anchors-reporters,0.8566
https://www.blindkids.org/,0.8864
https://www.cloudaccess.net/cloud-control-panel-ccp/157-dns-management/319-resolving-dns-http-redirect-issues.html,0.168
http://centromusicalpaternense.es/wp-includes/css,0.1977
https://www.luxuryloft.eu/,0.3498
https://www.forbes.com/profile/tory-burch/,0.9394
https://russeprofilering.no/,0.4811
https://www.ourdocuments.gov/,0.4132
http://www.danoday.com/hotclock/,0.5238
https://domwin-pjf2hfmn.github.io/,0.9316
http://www.phoenixlocksmith-az.com/prole/?p[]=prole,0.2871
https://www.sitepoint.com/the-blackletter-typeface-a-long-and-colored-history/,0.0197
http://chat.whatsapp.com.madsuka.com/invite,0.2823
https://monovative-my.sharepoint.com:443/:o:/g/personal/user_monovative_onmicrosoft_com/EmCzKJnKZgxDtejtstZ67qQBlkNaRN4Da620KjAjE91eWQ?e=5:wesEg8&amp;at=9,0.2802
https://www.unmannedtechshop.co.uk/,0.9072
http://www.fingerprinting.com/fingerprint-patterns.php,0.0009
http://www.personalniyhoroskop.com/,0.9127
https://scenari.software/,0.5565
http://www.chiomegaslo.com/,0.9245
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin=,0.0745
http://www.pracadarepublicaembeja.net/men,0.5161
http://netarafta.com/fresh/onedri/one/index.php,0.597
http://www.atmi.gr/,0.4587
https://www.iplocation.net/mac-address,0.9174
http://www.skm-eleksys.com/2011/02/transmission-tower-types.html,0.3256
http://www.decaturilbgc.com/ckeditor/themes/default/plwestern.ph.com/citingwast/welcome/welcome/login.php?cmd=login_submit&amp;id=a699d331b0c43888ac3ced2190693fc8a699d331b0c43888ac3ced2190693fc8&amp;session=a699d331b0c43888ac3ced2190693fc8a699d331b0c43888ac3ced2190693fc8,0.5644
http://utefilm.no/signin/lik/emailprovider/signin/,0.7604
https://forums.digitalpoint.com/threads/how-to-convert-txt-files-to-csv.1446799/,0.0201
https://arquitecturamanuelmojica.com/paymnt/DocuSign/DocuSign/u.php,0.0628
https://sylviamclain-my.sharepoint.com/personal/sylvia_sylviamclain_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=UPb1cRnmNypLjdqQCkkArBjkN2Rlitq4OTpLJlYYSoE%3d&docid=1_1c137d9cfdf0c4518a86e6db683563e30&wdFormId=%7B79C56373%2D6E2C%2D4F1C%2D9679%2D6C47534174D5%7D&action=formsubmit,0.5708
